[15:14:06] [info] HAZEL: Creating window Hazel Editor (1600, 900)
[15:14:07] [info] HAZEL: OpenGL Info:
[15:14:07] [info] HAZEL:   Vendor: NVIDIA Corporation
[15:14:07] [info] HAZEL:   Renderer: NVIDIA GeForce RTX 3070 Ti Laptop GPU/PCIe/SSE2
[15:14:07] [info] HAZEL:   Version: 4.6.0 NVIDIA 517.00
[15:14:24] [warning] HAZEL: Pixel data = 1036831949
[15:14:24] [warning] HAZEL: Pixel data = 1036831949
[15:14:24] [warning] HAZEL: Pixel data = 1036831949
[15:14:24] [warning] HAZEL: Pixel data = 1036831949
[15:14:24] [warning] HAZEL: Pixel data = 1036831949
[15:14:24] [warning] HAZEL: Pixel data = 1036831949
[15:14:24] [warning] HAZEL: Pixel data = 1036831949
[15:14:24] [warning] HAZEL: Pixel data = 1036831949
[15:14:24] [warning] HAZEL: Pixel data = 1036831949
[15:14:24] [warning] HAZEL: Pixel data = 1036831949
[15:14:24] [warning] HAZEL: Pixel data = 1036831949
[15:14:24] [warning] HAZEL: Pixel data = 1036831949
[15:14:24] [warning] HAZEL: Pixel data = 1036831949
[15:14:24] [warning] HAZEL: Pixel data = 1036831949
[15:14:24] [warning] HAZEL: Pixel data = 1036831949
[15:14:24] [warning] HAZEL: Pixel data = 1036831949
[15:14:24] [warning] HAZEL: Pixel data = 1036831949
[15:14:24] [warning] HAZEL: Pixel data = 1036831949
[15:14:24] [warning] HAZEL: Pixel data = 1036831949
[15:14:24] [warning] HAZEL: Pixel data = 1036831949
[15:14:24] [warning] HAZEL: Pixel data = 1036831949
[15:14:24] [warning] HAZEL: Pixel data = 1036831949
[15:14:24] [warning] HAZEL: Pixel data = 1036831949
[15:14:24] [warning] HAZEL: Pixel data = 1036831949
[15:14:24] [warning] HAZEL: Pixel data = 1036831949
[15:14:24] [warning] HAZEL: Pixel data = 1036831949
[15:14:24] [warning] HAZEL: Pixel data = 1036831949
[15:14:24] [warning] HAZEL: Pixel data = 1036831949
[15:14:24] [warning] HAZEL: Pixel data = 1036831949
[15:14:24] [warning] HAZEL: Pixel data = 1036831949
